Date,Price,Partisan Investing,Job Postings,Equity Investment,Risk Free Rate,Twitter Posts,Twitter Impressions,Twitter Sentiment,Peer Twitter Posts,Peer Twitter Impressions,Peer Twitter Sentiment,Investment in R&D,Environmental Score,Social Score,Governance Score,Peer Investments in R&D,Peer Environmental Score,Peer Social Score,Peer Governance Score,Bipartisan Buying,Bipartisan Selling
2022-01-01,336.32,4.304672440416852e-09,1.0,1.0,0.011764705882352941,22.0,56.891,,4.0,1.234,0.0,,73.56,58.83,61.84,0.2179002150202625,57.56,60.23727272727274,64.54545454545455,0.0004807991603625,-2004.2761865557
2022-01-02,336.32,1.291401970401339e-09,0.9975069925817828,1.0,0.011764705882352941,9.0,6.277,,6.333333333333333,23.50033333333333,0.0,,73.56,58.83,61.84,0.2179002150202625,57.56,60.23727272727274,64.54545454545455,0.0002403995801812,-1002.13809327785
2022-01-03,334.75,3.874208293966848e-10,0.9942235193968137,1.0,0.009803921568627453,25.0,21.204,,15.0,14.779666666666667,0.0,,73.56,58.83,61.84,0.2179002150202625,57.56,60.23727272727274,64.54545454545455,0.0001201997900906,-501.069046638925
2022-01-04,329.01,1.1622648709528843e-10,0.9918521220965584,1.0,0.011764705882352941,33.0,42.262,,14.666666666666666,18.98,0.0,,73.56,58.83,61.84,0.2179002150202625,57.56,60.23727272727274,64.54545454545455,6.009989504532333e-05,-4250.784523319462
2022-01-05,316.38,3.4868184404869545e-11,0.9899671652681503,1.0,0.009803921568627453,22.0,69.788,,25.666666666666668,222.396,0.0,,73.56,58.83,61.84,0.2179002150202625,57.56,60.23727272727274,64.54545454545455,16250.250030049949,-6125.642261659731
2022-01-06,313.88,1.0460693597743866e-11,0.9879605983217803,1.0,0.00784313725490196,29.0,267.897,,24.0,119.587,0.0,,73.56,58.83,61.84,0.2179002150202625,57.56,60.23727272727274,64.54545454545455,8125.125015024973,-3062.821130829865
2022-01-07,314.04,3.138446355606163e-12,0.9866836920831813,1.0,0.009803921568627453,25.0,80.375,,29.666666666666664,51.216666666666654,0.0,,73.56,58.83,61.84,0.2179002150202625,57.56,60.23727272727274,64.54545454545455,4062.562507512487,-1531.4105654149328
2022-01-08,314.04,9.417721829648516e-13,0.9845555150188494,1.0,0.009803921568627453,19.0,47.948,,17.666666666666668,98.94,0.0,,73.56,58.83,61.84,0.2179002150202625,57.56,60.23727272727274,64.54545454545455,2031.2812537562436,-765.7052827074664
2022-01-09,314.04,2.8276993117245805e-13,0.9853459807856014,1.0,0.009803921568627453,6.0,62.607,,16.333333333333332,123.90633333333331,0.0,,73.56,58.83,61.84,0.2179002150202625,57.56,60.23727272727274,64.54545454545455,1015.6406268781216,-382.8526413537332
2022-01-10,314.27,8.506925563473996e-14,0.9860148364343913,1.0,0.009803921568627453,32.0,31.865,,27.0,43.05433333333333,0.0,,73.56,58.83,61.84,0.2179002150202625,57.56,60.23727272727274,64.54545454545455,507.8203134390608,-191.4263206768666
2022-01-11,314.98,2.575905297342453e-14,0.984981150431716,1.0,0.00784313725490196,39.0,111.259,,22.33333333333333,56.36566666666667,0.0,,73.56,58.83,61.84,0.2179002150202625,57.56,60.23727272727274,64.54545454545455,253.9101567195304,-95.7131603384333
