Date,Price,Partisan Investing,Job Postings,Equity Investment,Risk Free Rate,Twitter Posts,Twitter Impressions,Twitter Sentiment,Peer Twitter Posts,Peer Twitter Impressions,Peer Twitter Sentiment,Investment in R&D,Environmental Score,Social Score,Governance Score,Peer Investments in R&D,Peer Environmental Score,Peer Social Score,Peer Governance Score,Bipartisan Buying,Bipartisan Selling
2022-01-01,336.35,0.5,1.0,1.0,0.011764705882352941,13.0,6.698,,1.6666666666666667,2.1766666666666663,0.0,0.2090664721723975,19.05,33.51,26.68,0.2140807023632794,62.06666666666666,61.23,64.39166666666667,0.0,-0.0
2022-01-02,336.35,0.5,0.9975069925817828,1.0,0.011764705882352941,10.0,3.718,,1.6666666666666663,42.743,0.0,0.2090664721723975,19.05,33.51,26.68,0.2140807023632794,62.06666666666666,61.23,64.39166666666667,0.0,-0.0
2022-01-03,338.54,0.5,0.9942235193968137,1.0,0.009803921568627453,23.0,39.75,,6.0,6.916333333333333,0.0,0.2090664721723975,19.05,33.51,26.68,0.2140807023632794,62.06666666666666,61.23,64.39166666666667,0.0,-0.0
2022-01-04,336.53,0.5,0.9918521220965584,1.0,0.011764705882352941,25.0,119.693,,8.333333333333334,60.429,0.0,0.2090664721723975,19.05,33.51,26.68,0.2140807023632794,62.06666666666666,61.23,64.39166666666667,0.0,-0.0
2022-01-05,324.17,0.5,0.9899671652681503,1.0,0.009803921568627453,27.0,53.233,,4.333333333333333,30.570666666666664,0.0,0.2090664721723975,19.05,33.51,26.68,0.2140807023632794,62.06666666666666,61.23,64.39166666666667,0.0,-0.0
2022-01-06,332.46,0.5,0.9879605983217803,1.0,0.00784313725490196,28.0,96.248,,8.333333333333334,37.951666666666654,0.0,0.2090664721723975,19.05,33.51,26.68,0.2140807023632794,62.06666666666666,61.23,64.39166666666667,0.0,-0.0
2022-01-07,331.79,0.5,0.9866836920831813,1.0,0.009803921568627453,17.0,69.759,,9.666666666666666,51.837,0.0,0.2090664721723975,19.05,33.51,26.68,0.2140807023632794,62.06666666666666,61.23,64.39166666666667,0.0,-0.0
2022-01-08,331.79,0.5,0.9845555150188494,1.0,0.009803921568627453,10.0,45.859,,6.666666666666667,62.176,0.0,0.2090664721723975,19.05,33.51,26.68,0.2140807023632794,62.06666666666666,61.23,64.39166666666667,0.0,-0.0
2022-01-09,331.79,0.5,0.9853459807856014,1.0,0.009803921568627453,7.0,5.296,,7.666666666666667,55.05233333333334,0.0,0.2090664721723975,19.05,33.51,26.68,0.2140807023632794,62.06666666666666,61.23,64.39166666666667,0.0,-0.0
2022-01-10,328.07,0.5,0.9860148364343913,1.0,0.009803921568627453,20.0,38.68,,6.333333333333333,22.501333333333328,0.0,0.2090664721723975,19.05,33.51,26.68,0.2140807023632794,62.06666666666666,61.23,64.39166666666667,0.0,-0.0
2022-01-11,334.37,0.5,0.984981150431716,1.0,0.00784313725490196,26.0,161.542,,11.0,36.543666666666674,0.0,0.2090664721723975,19.05,33.51,26.68,0.2140807023632794,62.06666666666666,61.23,64.39166666666667,0.0,-0.0
2022-01-12,333.26,0.5,0.9841906846649642,1.0,0.00784313725490196,38.0,146.75,,9.333333333333334,100.95233333333331,0.0,0.2090664721723975,19.05,33.51,26.68,0.2140807023632794,62.06666666666666,61.23,64.39166666666667,0.0,-0.0
2022-01-13,326.48,0.5,0.9831569986622887,1.0,0.009803921568627453,71.0,92.212,,17.0,61.295,0.0,0.2090664721723975,19.05,33.51,26.68,0.2140807023632794,62.06666666666666,61.23,64.39166666666667,0.0,-0.0
2022-01-14,331.9,0.5,0.9795695001824151,1.0,0.009803921568627453,6.0,22.926,,11.333333333333334,58.042,0.0,0.2090664721723975,19.05,33.51,26.68,0.2140807023632794,62.06666666666666,61.23,64.39166666666667,0.0,-0.0
2022-01-15,331.9,0.5,0.9795086951234342,1.0,0.009803921568627453,19.0,214.849,,11.333333333333334,58.042,0.0,0.2090664721723975,19.05,33.51,26.68,0.2140807023632794,62.06666666666666,61.23,64.39166666666667,0.0,-0.0
2022-01-16,331.9,0.5,0.9784142040617779,1.0,0.009803921568627453,33.0,16.537,,2.0,7.223,0.0,0.2090664721723975,19.05,33.51,26.68,0.2140807023632794,62.06666666666666,61.23,64.39166666666667,0.0,-0.0
2022-01-17,331.9,0.5,0.9774413231180834,1.0,0.009803921568627453,38.0,235.392,,9.0,21.73433333333333,0.0,0.2090664721723975,19.05,33.51,26.68,0.2140807023632794,62.06666666666666,61.23,64.39166666666667,0.0,-0.0
2022-01-18,318.15,0.5,0.9772589079411407,1.0,0.009803921568627453,57.0,112.729,,10.666666666666666,27.50233333333333,0.0,0.2090664721723975,19.05,33.51,26.68,0.2140807023632794,62.06666666666666,61.23,64.39166666666667,0.0,-0.0
2022-01-19,319.59,0.5,0.977076492764198,1.0,0.009803921568627453,49.0,117.301,,24.666666666666664,85.42333333333335,0.0,0.2090664721723975,19.05,33.51,26.68,0.2140807023632794,62.06666666666666,61.23,64.39166666666667,0.0,-0.0
2022-01-20,316.56,0.5,0.9768940775872552,1.0,0.009803921568627453,47.0,164.958,,35.0,191.934,0.0,0.2090664721723975,19.05,33.51,26.68,0.2140807023632794,62.06666666666666,61.23,64.39166666666667,0.0,-0.0
2022-01-21,303.17,0.5,0.9787182293566825,1.0,0.009803921568627453,47.0,383.598,,32.0,146.58733333333333,0.0,0.2090664721723975,19.05,33.51,26.68,0.2140807023632794,62.06666666666666,61.23,64.39166666666667,0.0,-0.0
2022-01-22,303.17,0.5,0.9773197130001215,1.0,0.009803921568627453,29.0,107.471,,15.0,78.374,0.0,0.2090664721723975,19.05,33.51,26.68,0.2140807023632794,62.06666666666666,61.23,64.39166666666667,0.0,-0.0
2022-01-23,303.17,0.5,0.976346832056427,1.0,0.009803921568627453,34.0,24.699,,11.0,18.209,0.0,0.2090664721723975,19.05,33.51,26.68,0.2140807023632794,62.06666666666666,61.23,64.39166666666667,0.0,-0.0
2022-01-24,308.71,0.5,0.9753739511127325,1.0,0.009803921568627453,101.0,312.172,,45.333333333333336,235.26233333333332,0.0,0.2090664721723975,19.05,33.51,26.68,0.2140807023632794,62.06666666666666,61.23,64.39166666666667,0.0,-0.0
2022-01-25,300.15,0.5,0.974401070169038,1.0,0.009803921568627453,43.0,121.445,,14.0,71.41433333333335,0.0,0.2090664721723975,19.05,33.51,26.68,0.2140807023632794,62.06666666666666,61.23,64.39166666666667,0.0,-0.0
2022-01-26,294.63,0.5,0.9737930195792289,1.0,0.009803921568627453,49.0,322.425,,21.33333333333333,191.56233333333333,0.0,0.2090664721723975,19.05,33.51,26.68,0.2140807023632794,62.06666666666666,61.23,64.39166666666667,0.0,-0.0
2022-01-27,294.64,0.5,0.9730025538124772,1.0,0.00784313725490196,59.0,759.116,,25.0,125.88666666666666,0.0,0.2090664721723975,19.05,33.51,26.68,0.2140807023632794,62.06666666666666,61.23,64.39166666666667,0.0,-0.0
2022-01-28,301.71,0.5,0.9722120880457252,1.0,0.00784313725490196,40.0,207.756,,20.666666666666668,150.228,0.0,0.2090664721723975,19.05,33.51,26.68,0.2140807023632794,62.06666666666666,61.23,64.39166666666667,0.0,-0.0
