Date,Price,Partisan Investing,Job Postings,Equity Investment,Risk Free Rate,Twitter Posts,Twitter Impressions,Twitter Sentiment,Peer Twitter Posts,Peer Twitter Impressions,Peer Twitter Sentiment,Investment in R&D,Environmental Score,Social Score,Governance Score,Peer Investments in R&D,Peer Environmental Score,Peer Social Score,Peer Governance Score,Bipartisan Buying,Bipartisan Selling
2022-01-01,166.72,1.0,1.0,1.0,0.011764705882352941,11.0,11.392,,6.5,33.585,0.0,0.1193047579692179,50.5,58.73,54.34,0.0938876237858965,57.16374999999999,58.02125,59.77,8.809278176716284e-16,-1.0218847442911768e-14
2022-01-02,166.72,1.0,0.9975069925817828,1.0,0.011764705882352941,16.0,61.626,,11.5,44.5415,0.0,0.1193047579692179,50.5,58.73,54.34,0.0938876237858965,57.16374999999999,58.02125,59.77,4.404639088358142e-16,-5.109423721455883e-15
2022-01-03,170.4,1.0,0.9942235193968137,1.0,0.009803921568627453,34.0,43.26,,20.0,193.5475,0.0,0.1193047579692179,50.5,58.73,54.34,0.0938876237858965,57.16374999999999,58.02125,59.77,2.202319544179071e-16,-2.5547118607279416e-15
2022-01-04,167.52,1.0,0.9918521220965584,1.0,0.011764705882352941,28.0,308.922,,7.5,19.1735,0.0,0.1193047579692179,50.5,58.73,54.34,0.0938876237858965,57.16374999999999,58.02125,59.77,1.1011597720895355e-16,-1.2773559303639708e-15
2022-01-05,164.36,1.0,0.9899671652681503,1.0,0.009803921568627453,21.0,360.722,,32.5,182.351,0.0,0.1193047579692179,50.5,58.73,54.34,0.0938876237858965,57.16374999999999,58.02125,59.77,5.5057988604476776e-17,-6.386779651819854e-16
2022-01-06,163.25,1.0,0.9879605983217803,1.0,0.00784313725490196,28.0,41.506,,32.0,398.5125,0.0,0.1193047579692179,50.5,58.73,54.34,0.0938876237858965,57.16374999999999,58.02125,59.77,16250.25,-3.193389825909927e-16
2022-01-07,162.55,1.0,0.9866836920831813,1.0,0.009803921568627453,42.0,90.046,,70.0,164.5365,0.0,0.1193047579692179,50.5,58.73,54.34,0.0938876237858965,57.16374999999999,58.02125,59.77,8125.125,-1.5966949129549635e-16
2022-01-08,162.55,1.0,0.9845555150188494,1.0,0.009803921568627453,32.0,195.156,,10.0,26.2265,0.0,0.1193047579692179,50.5,58.73,54.34,0.0938876237858965,57.16374999999999,58.02125,59.77,4062.5625,-7.983474564774818e-17
2022-01-09,162.55,1.0,0.9853459807856014,1.0,0.009803921568627453,30.0,510.963,,5.5,9.7465,0.0,0.1193047579692179,50.5,58.73,54.34,0.0938876237858965,57.16374999999999,58.02125,59.77,2031.28125,-3.991737282387409e-17
2022-01-10,161.49,1.0,0.9860148364343913,1.0,0.009803921568627453,24.0,73.434,,16.5,74.2505,0.0,0.1193047579692179,50.5,58.73,54.34,0.0938876237858965,57.16374999999999,58.02125,59.77,1015.640625,-1.9958686411937044e-17
2022-01-11,165.36,1.0,0.984981150431716,1.0,0.00784313725490196,46.0,677.881,,8.5,39.4375,0.0,0.1193047579692179,50.5,58.73,54.34,0.0938876237858965,57.16374999999999,58.02125,59.77,507.8203125,-9.979343205968522e-18
2022-01-12,165.21,1.0,0.9841906846649642,1.0,0.00784313725490196,64.0,280.136,,48.5,174.409,0.0,0.1193047579692179,50.5,58.73,54.34,0.0938876237858965,57.16374999999999,58.02125,59.77,253.91015625,-4.989671602984261e-18
2022-01-13,161.21,1.0,0.9831569986622887,1.0,0.009803921568627453,33.0,261.5,,20.0,50.7725,0.0,0.1193047579692179,50.5,58.73,54.34,0.0938876237858965,57.16374999999999,58.02125,59.77,126.955078125,-2.4948358014921305e-18
2022-01-14,162.14,1.0,0.9795695001824151,1.0,0.009803921568627453,8.0,31.922,,8.0,7.351,0.0,0.1193047579692179,50.5,58.73,54.34,0.0938876237858965,57.16374999999999,58.02125,59.77,63.4775390625,-1.2474179007460652e-18
2022-01-15,162.14,1.0,0.9795086951234342,1.0,0.009803921568627453,2.0,2.996,,3.0,6.6385,0.0,0.1193047579692179,50.5,58.73,54.34,0.0938876237858965,57.16374999999999,58.02125,59.77,31.73876953125,-6.237089503730326e-19
2022-01-16,162.14,1.0,0.9784142040617779,1.0,0.009803921568627453,12.0,38.669,,2.5,15.712,0.0,0.1193047579692179,50.5,58.73,54.34,0.0938876237858965,57.16374999999999,58.02125,59.77,15.869384765625,-3.118544751865163e-19
2022-01-17,162.14,1.0,0.9774413231180834,1.0,0.009803921568627453,31.0,78.815,,14.5,35.3855,0.0,0.1193047579692179,50.5,58.73,54.34,0.0938876237858965,57.16374999999999,58.02125,59.77,7.9346923828125,-1.5592723759325816e-19
2022-01-18,158.92,1.0,0.9772589079411407,1.0,0.009803921568627453,52.0,290.084,,79.5,994.8535,0.0,0.1193047579692179,50.5,58.73,54.34,0.0938876237858965,57.16374999999999,58.02125,59.77,3.96734619140625,-7.796361879662908e-20
2022-01-19,156.3,1.0,0.977076492764198,1.0,0.009803921568627453,37.0,81.365,,21.0,55.114,0.0,0.1193047579692179,50.5,58.73,54.34,0.0938876237858965,57.16374999999999,58.02125,59.77,1.983673095703125,-3.898180939831454e-20
2022-01-20,151.67,1.0,0.9768940775872552,1.0,0.009803921568627453,64.0,328.785,,49.5,197.1025,0.0,0.1193047579692179,50.5,58.73,54.34,0.0938876237858965,57.16374999999999,58.02125,59.77,0.9918365478515624,-1.949090469915727e-20
2022-01-21,142.64,1.0,0.9787182293566825,1.0,0.009803921568627453,55.0,203.418,,45.5,592.341,0.0,0.1193047579692179,50.5,58.73,54.34,0.0938876237858965,57.16374999999999,58.02125,59.77,0.4959182739257812,-9.745452349578636e-21
2022-01-22,142.64,1.0,0.9773197130001215,1.0,0.009803921568627453,64.0,310.885,,4.0,31.556,0.0,0.1193047579692179,50.5,58.73,54.34,0.0938876237858965,57.16374999999999,58.02125,59.77,0.2479591369628906,-4.8727261747893166e-21
2022-01-23,142.64,1.0,0.976346832056427,1.0,0.009803921568627453,50.0,241.562,,10.0,160.473,0.0,0.1193047579692179,50.5,58.73,54.34,0.0938876237858965,57.16374999999999,58.02125,59.77,0.1239795684814453,-2.436363087394659e-21
2022-01-24,144.54,1.0,0.9753739511127325,1.0,0.009803921568627453,101.0,345.947,,19.0,53.87,0.0,0.1193047579692179,50.5,58.73,54.34,0.0938876237858965,57.16374999999999,58.02125,59.77,0.0619897842407226,-1.2181815436973293e-21
2022-01-25,139.99,1.0,0.974401070169038,1.0,0.009803921568627453,65.0,106.718,,7.0,6.85,0.0,0.1193047579692179,50.5,58.73,54.34,0.0938876237858965,57.16374999999999,58.02125,59.77,0.0309948921203613,-6.090907718486648e-22
2022-01-26,138.87,1.0,0.9737930195792289,1.0,0.009803921568627453,89.0,462.912,,14.0,50.79,0.0,0.1193047579692179,50.5,58.73,54.34,0.0938876237858965,57.16374999999999,58.02125,59.77,0.0154974460601806,-3.045453859243324e-22
2022-01-27,139.64,1.0,0.9730025538124772,1.0,0.00784313725490196,68.0,638.242,,17.5,128.2075,0.0,0.1193047579692179,50.5,58.73,54.34,0.0938876237858965,57.16374999999999,58.02125,59.77,0.0077487230300903,-1.5227269296216617e-22
2022-01-28,143.98,1.0,0.9722120880457252,1.0,0.00784313725490196,54.0,223.152,,20.5,17.877,0.0,0.1193047579692179,50.5,58.73,54.34,0.0938876237858965,57.16374999999999,58.02125,59.77,0.0038743615150451,-7.613634648108308e-23
2022-01-29,143.98,1.0,0.9730025538124772,1.0,0.00784313725490196,22.0,54.99,,9.5,33.9675,0.0,0.1193047579692179,50.5,58.73,54.34,0.0938876237858965,57.16374999999999,58.02125,59.77,0.0019371807575225,-3.806817324054154e-23
2022-01-30,143.98,1.0,0.9739754347561717,1.0,0.00784313725490196,38.0,99.105,,11.0,89.1185,0.0,0.1193047579692179,50.5,58.73,54.34,0.0938876237858965,57.16374999999999,58.02125,59.77,0.0009685903787612,-1.903408662027077e-23
